source_id,publisher,title,source_url,raw_file,sha256,bytes,source_status,domain,rights_status,terms_url,terms_checked_date,public_release_action,acquisition_instruction,archive_reliance,attribution_requirement,third_party_caveat,note
ESTAT-BSWS-2019-INDUSTRY-WAGE-T1,"Ministry of Health, Labour and Welfare",2019 Basic Survey on Wage Structure Table 1 - wages and working hours by industry,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000031919751&fileKind=0,data/raw/estat/bsws_2019_industry_wage_table1.xls,9583495007287b89e163a3202c4d3f6e757dfcfc355076dcde0321e0276ac811,1733632,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000031919751&fileKind=0 and verify SHA-256 9583495007287b89e163a3202c4d3f6e757dfcfc355076dcde0321e0276ac811; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-LOCAL-PUBLIC-SALARY-2024-METADATA,Ministry of Internal Affairs and Communications,2024 Local Public Employee Salary Survey e-Stat metadata,https://www.e-stat.go.jp/stat-search/files?bunya_l=13&cycle=0&layout=datalist&page=1&result_page=1&tclass1=000001226528&tclass2val=0&toukei=00200212&tstat=000001226526,data/raw/estat/estat_2024_local_public_salary_survey_metadata.html,9cc66f668f0126977aad94133cf3b397c4b010978f4acd3887808409e54cb0d0,210896,RAW_OFFICIAL_METADATA,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/files?bunya_l=13&cycle=0&layout=datalist&page=1&result_page=1&tclass1=000001226528&tclass2val=0&toukei=00200212&tstat=000001226526 and verify SHA-256 9cc66f668f0126977aad94133cf3b397c4b010978f4acd3887808409e54cb0d0; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-LOCAL-PUBLIC-SALARY-2024-T1,Ministry of Internal Affairs and Communications,2024 Local Public Employee Salary Survey Table 1 - staff counts by public-body category,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040324410&fileKind=0,data/raw/estat/000040324410.xlsx,c55545c73c96713aa59c70c4c902431aea79029f2da1f8b7278dc5d4916dd17b,51900,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040324410&fileKind=0 and verify SHA-256 c55545c73c96713aa59c70c4c902431aea79029f2da1f8b7278dc5d4916dd17b; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-NSFCW-2024-T1-21-ANNUAL-INCOME-DECILE-EXPENDITURE,Statistics Bureau of Japan,"2024 National Survey of Family Income, Consumption and Wealth Table 1-21: monthly income and expenditure by annual-income class/decile",https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040379252&fileKind=0,data/raw/estat/000040379252.xlsx,189e1e777ffa8aed1a37f26709c8918dc35a2adfe42126465b973ac6f6f5acb0,6060605,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040379252&fileKind=0 and verify SHA-256 189e1e777ffa8aed1a37f26709c8918dc35a2adfe42126465b973ac6f6f5acb0; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ICHIKAWA-ARUDCHELVAN-ONJI-2019-VAT-10M-BUNCHING,Hitotsubashi University Teikoku Databank Center for Advanced Empirical Research on Enterprise and Economy,Bunching of Small Businesses at the Value-Added Tax Threshold in Japan: Lessons for the 2019 Tax Hike,https://hit-u.repo.nii.ac.jp/record/2055770/files/070careeDP-J-1901.pdf,data/raw/vat_compliance/ichikawa_2019_vat_10m_threshold_bunching.pdf,93f68057104b6a4bb693c5fafbea8386ad830f6f3714291968d9937784517b28,1830086,RAW_RESEARCH_PRIMARY_EMPIRICAL,hit-u.repo.nii.ac.jp,NO_VERIFIED_REDISTRIBUTION_LICENSE,https://www.hit-u.ac.jp/academic/oap/,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://hit-u.repo.nii.ac.jp/record/2055770/files/070careeDP-J-1901.pdf and verify SHA-256 93f68057104b6a4bb693c5fafbea8386ad830f6f3714291968d9937784517b28; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,Repository access does not itself grant third-party redistribution rights; copyright may remain with authors or publishers.
ISHIKAWA-CENSUS-2020,Ishikawa Prefecture,2020 Population Census basic tabulation summary - Ishikawa,https://toukei.pref.ishikawa.lg.jp/dl/4461/R2census_jinkou.pdf,data/raw/ishikawa/2020_population_census_summary.pdf,77eca2aa7ab9ba0b06f81613a7799e200fb19f0f3bb973efe290d07ea252ecaa,1847199,RAW_OFFICIAL,toukei.pref.ishikawa.lg.jp,NO_VERIFIED_REDISTRIBUTION_LICENSE,,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://toukei.pref.ishikawa.lg.jp/dl/4461/R2census_jinkou.pdf and verify SHA-256 77eca2aa7ab9ba0b06f81613a7799e200fb19f0f3bb973efe290d07ea252ecaa; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,No source-specific redistribution license was verified for this captured source.
JCCI-2024-INVOICE-BACKOFFICE-SURVEY,Japan Chamber of Commerce and Industry / Tokyo Chamber of Commerce and Industry,"2024 Survey on the Invoice System, Electronic Bookkeeping Act, and Back-office Operations",https://www.jcci.or.jp/20240909_invoice_survey.pdf,data/raw/vat_compliance/jcci_2024_invoice_backoffice_survey.pdf,7ab80915efa7659e6f25cc152b7b5d2eef3c70038333eb6bc043642759d56126,962200,RAW_PRIMARY_SURVEY,www.jcci.or.jp,NO_VERIFIED_MAIN_SITE_REDISTRIBUTION_LICENSE,https://eco.jcci.or.jp/policy,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.jcci.or.jp/20240909_invoice_survey.pdf and verify SHA-256 7ab80915efa7659e6f25cc152b7b5d2eef3c70038333eb6bc043642759d56126; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,A JCCI-operated site states no unauthorized reproduction; no affirmative redistribution license for the captured www.jcci.or.jp sources was verified.
JCCI-2025-INVOICE-SURVEY,Japan Chamber of Commerce and Industry / Tokyo Chamber of Commerce and Industry,2025 Survey on the Invoice System and Back-office Operations,https://www.jcci.or.jp/file/sangyo1/202509/20250909_invoice_survey.pdf,data/raw/vat_compliance/jcci_2025_invoice_survey.pdf,d89a599e900146c7c8ec5e1f4b0702b9dd7d292b47042e9e57186dda4525605e,1020194,RAW_PRIMARY_SURVEY,www.jcci.or.jp,NO_VERIFIED_MAIN_SITE_REDISTRIBUTION_LICENSE,https://eco.jcci.or.jp/policy,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.jcci.or.jp/file/sangyo1/202509/20250909_invoice_survey.pdf and verify SHA-256 d89a599e900146c7c8ec5e1f4b0702b9dd7d292b47042e9e57186dda4525605e; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,A JCCI-operated site states no unauthorized reproduction; no affirmative redistribution license for the captured www.jcci.or.jp sources was verified.
JINJI-2024-PUBLIC-SALARY-SURVEY-RESULTS,National Personnel Authority,2024 National Public Employee Salary Survey - official results and scope,https://www.jinji.go.jp/content/000012098.pdf,data/raw/jinji_2024_national_public_salary_survey_results.pdf,ff9c8b9c43429f84463e50cac72069283b4aab83ad9e8c00ec6fe4c459d604e4,83689,RAW_OFFICIAL_METADATA,www.jinji.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.jinji.go.jp/shinsei/notice.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.jinji.go.jp/content/000012098.pdf and verify SHA-256 ff9c8b9c43429f84463e50cac72069283b4aab83ad9e8c00ec6fe4c459d604e4; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
JINJI-2024-PUBLIC-SALARY-SURVEY-SUMMARY,National Personnel Authority,2024 National Public Employee Salary Survey - staff count and average pay summary,https://www.jinji.go.jp/content/000012099.csv,data/raw/jinji_2024_national_public_staff_summary.csv,11e94371337b4c17d8b13b6f64db7df85ccb1e979e6ad1a362a9693ddc4a4e5c,2312,RAW_OFFICIAL,www.jinji.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.jinji.go.jp/shinsei/notice.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.jinji.go.jp/content/000012099.csv and verify SHA-256 11e94371337b4c17d8b13b6f64db7df85ccb1e979e6ad1a362a9693ddc4a4e5c; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
JINJI-2024-PUBLIC-SALARY-SURVEY-T1,National Personnel Authority,"2024 National Public Employee Salary Survey Table 1 - persons by pay schedule, sex and age",https://www.jinji.go.jp/content/000012101.csv,data/raw/jinji_2024_national_public_staff_by_pay_schedule_age.csv,3b060fa5412e39df21409214c70a7ab8c6a2fcb09c30ca709f5b50f8d64e8019,3892,RAW_OFFICIAL,www.jinji.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.jinji.go.jp/shinsei/notice.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.jinji.go.jp/content/000012101.csv and verify SHA-256 3b060fa5412e39df21409214c70a7ab8c6a2fcb09c30ca709f5b50f8d64e8019; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
JSTAGE-SHIRAISHI-2016-VAT-PASS-THROUGH-POS,Japan Institute of Public Finance / J-STAGE,Pass Through in Value Added Tax: Evidence from the Point-of-Sale (POS) Data,https://www.jstage.jst.go.jp/article/pfsjipf/12/0/12_119/_pdf/-char/en,data/raw/vat_incidence/shiraishi_2016_pos_vat_pass_through.pdf,23b7fb786fa7b563a142a31af82c952314154661ca21411c44428612570e8b77,1201037,RAW_RESEARCH_PRIMARY_EMPIRICAL,www.jstage.jst.go.jp,RIGHTSHOLDER_PERMISSION_REQUIRED_UNLESS_ITEM_LICENSE,https://www.jstage.jst.go.jp/static/pages/TermsAndPolicies/ForIndividuals/-char/ja,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.jstage.jst.go.jp/article/pfsjipf/12/0/12_119/_pdf/-char/en and verify SHA-256 23b7fb786fa7b563a142a31af82c952314154661ca21411c44428612570e8b77; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,J-STAGE states article rights generally belong to publishers/authors; redistribution requires rightsholder permission unless an item-specific license permits it.
METI-2019-REPORT-LISTING-20210213-ARCHIVED,"Ministry of Economy, Trade and Industry",FY2019 commissioned survey report publication list - archived 2021-02-13,https://www.meti.go.jp/meti_lib/report/2019FY/itakuichiran2019FY.pdf,data/raw/meti_metadata/meti_2019_report_listing_20210213_archived.pdf,413ebf3d9f9b431e5ddfbcf902cc2a526689a0d0667b40389bfaf0d85af0568d,271020,RAW_OFFICIAL_METADATA_ARCHIVED_COPY,www.meti.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.meti.go.jp/main/rules.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.meti.go.jp/meti_lib/report/2019FY/itakuichiran2019FY.pdf and verify SHA-256 413ebf3d9f9b431e5ddfbcf902cc2a526689a0d0667b40389bfaf0d85af0568d; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
METI-2019-SME-TAX-REPORT-ARCHIVED,"Ministry of Economy, Trade and Industry",FY2019 Research on the Effects of Special Tax Measures Related to SMEs,https://www.meti.go.jp/meti_lib/report/2019FY/000249.pdf,data/raw/vat_compliance/meti_2019_sme_tax_report_archived.pdf,148db29d866f77bb50c71eb23e229d64b1605fccf737ce1e7c39b072d85b1cd0,3266848,RAW_OFFICIAL_ARCHIVED_COPY,www.meti.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.meti.go.jp/main/rules.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.meti.go.jp/meti_lib/report/2019FY/000249.pdf and verify SHA-256 148db29d866f77bb50c71eb23e229d64b1605fccf737ce1e7c39b072d85b1cd0; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
METI-2020-REPORT-LISTING-20211202-ARCHIVED,"Ministry of Economy, Trade and Industry",FY2020 commissioned survey report publication list - archived 2021-12-02,https://www.meti.go.jp/meti_lib/report/2020FY/itakuichiran2020FY.pdf,data/raw/meti_metadata/meti_2020_report_listing_20211202_archived.pdf,9cb8d5dc819522da8a9eac75fa84f61037d8edba0e4d12257bfbb08981c2392e,309263,RAW_OFFICIAL_METADATA_ARCHIVED_COPY,www.meti.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.meti.go.jp/main/rules.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.meti.go.jp/meti_lib/report/2020FY/itakuichiran2020FY.pdf and verify SHA-256 9cb8d5dc819522da8a9eac75fa84f61037d8edba0e4d12257bfbb08981c2392e; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
METI-2020-SME-TAX-REPORT-ARCHIVED,"Ministry of Economy, Trade and Industry",FY2020 Research on the Effects of Special Tax Measures Related to SMEs,https://www.meti.go.jp/meti_lib/report/2020FY/000409.pdf,data/raw/vat_compliance/meti_2020_sme_tax_report_archived.pdf,66c0af8b84c6b35a2396da67bb1add2d30c5eea4cba51f1bfad7f5cf62166763,4001032,RAW_OFFICIAL_ARCHIVED_COPY,www.meti.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.meti.go.jp/main/rules.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.meti.go.jp/meti_lib/report/2020FY/000409.pdf and verify SHA-256 66c0af8b84c6b35a2396da67bb1add2d30c5eea4cba51f1bfad7f5cf62166763; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
METI-2021-REPORT-LISTING-20220718-ARCHIVED,"Ministry of Economy, Trade and Industry",FY2021 commissioned survey report publication list - archived 2022-07-18,https://www.meti.go.jp/meti_lib/report/2021FY/itakuichiran2021FY.pdf,data/raw/meti_metadata/meti_2021_report_listing_20220718_archived.pdf,ae840c57ce054e48209b2b721a19d533d36d36f5c8f79efa3df79e54a59a7c1e,190196,RAW_OFFICIAL_METADATA_ARCHIVED_COPY,www.meti.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.meti.go.jp/main/rules.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.meti.go.jp/meti_lib/report/2021FY/itakuichiran2021FY.pdf and verify SHA-256 ae840c57ce054e48209b2b721a19d533d36d36f5c8f79efa3df79e54a59a7c1e; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
METI-2021-SME-TAX-SURVEY,"Ministry of Economy, Trade and Industry",FY2021 Survey on Tax System Related to SMEs,https://www.meti.go.jp/meti_lib/report/2021FY/000139.pdf,data/raw/vat_compliance/meti_2021_sme_tax_survey.pdf,e6a5767910f2c1e024ec0b281e6f300949e735cdc6c9b052e164b6890948e563,8447353,RAW_OFFICIAL_SURVEY,www.meti.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.meti.go.jp/main/rules.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.meti.go.jp/meti_lib/report/2021FY/000139.pdf and verify SHA-256 e6a5767910f2c1e024ec0b281e6f300949e735cdc6c9b052e164b6890948e563; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
METI-BSBSA-OVERVIEW-2026,"Ministry of Economy, Trade and Industry",2026 Basic Survey of Japanese Business Structure and Activities - survey overview,https://www.meti.go.jp/statistics/tyo/kikatu/gaiyo.html,data/raw/vat_linkage/meti_bsbsa_overview.html,7496d232bc69dfad576681e83596667c3d8539bdddc4b0d2a90637f4ece269ea,19259,RAW_OFFICIAL_SURVEY_METADATA,www.meti.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.meti.go.jp/main/rules.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.meti.go.jp/statistics/tyo/kikatu/gaiyo.html and verify SHA-256 7496d232bc69dfad576681e83596667c3d8539bdddc4b0d2a90637f4ece269ea; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
METI-MICRODATA-SECONDARY-USE,"Ministry of Economy, Trade and Industry",Use of METI questionnaire microdata for secondary research,https://www.meti.go.jp/statistics/toppage/teikyou.html,data/raw/vat_linkage/meti_microdata_secondary_use.html,66d2556531d138f4ac134ea1e33322ac3827122283ddf4aa142f8191bf3cfca4,12389,RAW_OFFICIAL_ACCESS_METADATA,www.meti.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.meti.go.jp/main/rules.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.meti.go.jp/statistics/toppage/teikyou.html and verify SHA-256 66d2556531d138f4ac134ea1e33322ac3827122283ddf4aa142f8191bf3cfca4; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
MHLW-VITAL-2020-PAGE,"Ministry of Health, Labour and Welfare",2020 Vital Statistics final landing page,https://www.mhlw.go.jp/toukei/saikin/hw/jinkou/kakutei20/index.html,data/raw/mhlw/2020_vital_statistics_final_page.html,b2ce649d5b9205a68dc581239a21afa4e53cf6996b17a0d4d08c95813cf0bc1f,14199,RAW_OFFICIAL_METADATA,www.mhlw.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.mhlw.go.jp/chosakuken/,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.mhlw.go.jp/toukei/saikin/hw/jinkou/kakutei20/index.html and verify SHA-256 b2ce649d5b9205a68dc581239a21afa4e53cf6996b17a0d4d08c95813cf0bc1f; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
MHLW-VITAL-2020-T1,"Ministry of Health, Labour and Welfare",2020 Vital Statistics final - Table 1,https://www.mhlw.go.jp/toukei/saikin/hw/jinkou/kakutei20/dl/03_h1.pdf,data/raw/mhlw/2020_vital_table1.pdf,11ec14dd0530428debba27edaf27297fd34c3a1816536d3457927c09de3fba11,76735,RAW_OFFICIAL,www.mhlw.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.mhlw.go.jp/chosakuken/,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.mhlw.go.jp/toukei/saikin/hw/jinkou/kakutei20/dl/03_h1.pdf and verify SHA-256 11ec14dd0530428debba27edaf27297fd34c3a1816536d3457927c09de3fba11; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
MHLW-VITAL-2020-T2,"Ministry of Health, Labour and Welfare",2020 Vital Statistics final - Table 2-1 annual trend,https://www.mhlw.go.jp/toukei/saikin/hw/jinkou/kakutei20/dl/04_h2-1.pdf,data/raw/mhlw/2020_vital_trend_table2_1.pdf,a2f07182f8f654b587558e6d70f6b4f94aa3f0d1c873e726d8269ab82ddbfd7c,109885,RAW_OFFICIAL,www.mhlw.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.mhlw.go.jp/chosakuken/,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.mhlw.go.jp/toukei/saikin/hw/jinkou/kakutei20/dl/04_h2-1.pdf and verify SHA-256 a2f07182f8f654b587558e6d70f6b4f94aa3f0d1c873e726d8269ab82ddbfd7c; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"PDL1.0-style reuse terms apply subject to attribution, third-party rights, and content-specific exceptions."
